"No.","Time","AbsTime","Source","Destination","Protocol","Length","Info"
"1134","13.725338397","12:26:50.144102983","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1602 Ack=24378 Win=8326 Len=10 TSval=454772 TSecr=1542837936"
"1141","13.825361099","12:26:50.244125685","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1612 Ack=24503 Win=8326 Len=10 TSval=454781 TSecr=1542838042"
"1148","13.925328604","12:26:50.344093190","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1622 Ack=24625 Win=8326 Len=10 TSval=454790 TSecr=1542838142"
"1155","14.025343975","12:26:50.444108561","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1632 Ack=24746 Win=8326 Len=10 TSval=454799 TSecr=1542838233"
"1168","14.125369268","12:26:50.544133854","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1642 Ack=24866 Win=8326 Len=10 TSval=454808 TSecr=1542838342"
"1175","14.225332379","12:26:50.644096965","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1652 Ack=24983 Win=8326 Len=10 TSval=454817 TSecr=1542838443"
"1184","14.325356399","12:26:50.744120985","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1662 Ack=25104 Win=8326 Len=10 TSval=454826 TSecr=1542838542"
"1191","14.425343169","12:26:50.844107755","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1672 Ack=25230 Win=8326 Len=10 TSval=454835 TSecr=1542838642"
"1198","14.525314464","12:26:50.944079050","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1682 Ack=25351 Win=8326 Len=10 TSval=454844 TSecr=1542838742"
"1209","14.625363162","12:26:51.044127748","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1702 Ack=25934 Win=8326 Len=10 TSval=454853 TSecr=1542838849"
"1216","14.725366947","12:26:51.144131533","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1712 Ack=26055 Win=8326 Len=10 TSval=454862 TSecr=1542838942"
"1223","14.825355816","12:26:51.244120402","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1722 Ack=26180 Win=8326 Len=10 TSval=454871 TSecr=1542839042"
"1232","14.925338785","12:26:51.344103371","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1745 Ack=26483 Win=8326 Len=10 TSval=454880 TSecr=1542839204"
"1239","15.025335903","12:26:51.444100489","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1755 Ack=26604 Win=8326 Len=10 TSval=454889 TSecr=1542839242"
"1252","15.125370263","12:26:51.544134849","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1765 Ack=26724 Win=8326 Len=10 TSval=454898 TSecr=1542839342"
"1259","15.225338557","12:26:51.644103143","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1775 Ack=26841 Win=8326 Len=10 TSval=454907 TSecr=1542839442"
"1268","15.325357763","12:26:51.744122349","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1785 Ack=26962 Win=8326 Len=10 TSval=454916 TSecr=1542839542"
"1275","15.425331437","12:26:51.844096023","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1795 Ack=27088 Win=8326 Len=10 TSval=454925 TSecr=1542839642"
"1282","15.525338012","12:26:51.944102598","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1805 Ack=27209 Win=8326 Len=10 TSval=454934 TSecr=1542839742"
"1293","15.625425189","12:26:52.044189775","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1825 Ack=27792 Win=8326 Len=10 TSval=454943 TSecr=1542839849"
"1300","15.725351853","12:26:52.144116439","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1835 Ack=27913 Win=8326 Len=10 TSval=454952 TSecr=1542839942"
"1307","15.825306410","12:26:52.244070996","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1845 Ack=28038 Win=8326 Len=10 TSval=454961 TSecr=1542840042"
"1314","15.925438974","12:26:52.344203560","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1855 Ack=28160 Win=8326 Len=10 TSval=454970 TSecr=1542840142"
"1321","16.026130913","12:26:52.444895499","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1865 Ack=28281 Win=8326 Len=10 TSval=454979 TSecr=1542840243"
"1333","16.125361850","12:26:52.544126436","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1875 Ack=28401 Win=8326 Len=10 TSval=454988 TSecr=1542840343"
"1341","16.225349829","12:26:52.644114415","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1885 Ack=28518 Win=8326 Len=10 TSval=454997 TSecr=1542840442"
"1349","16.325349664","12:26:52.744114250","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1895 Ack=28639 Win=8326 Len=10 TSval=455006 TSecr=1542840542"
"1356","16.425324980","12:26:52.844089566","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1905 Ack=28765 Win=8326 Len=10 TSval=455015 TSecr=1542840642"
"1363","16.525354232","12:26:52.944118818","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1915 Ack=28886 Win=8326 Len=10 TSval=455024 TSecr=1542840742"
"1374","16.625354988","12:26:53.044119574","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1935 Ack=29469 Win=8326 Len=10 TSval=455033 TSecr=1542840849"
"1381","16.725364850","12:26:53.144129436","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1945 Ack=29590 Win=8326 Len=10 TSval=455042 TSecr=1542840942"
"1388","16.825368637","12:26:53.244133223","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1955 Ack=29715 Win=8326 Len=10 TSval=455051 TSecr=1542841042"
"1397","16.925328897","12:26:53.344093483","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1978 Ack=30018 Win=8326 Len=10 TSval=455060 TSecr=1542841205"
"1404","17.025345096","12:26:53.444109682","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1988 Ack=30139 Win=8326 Len=10 TSval=455069 TSecr=1542841242"
"1417","17.125354214","12:26:53.544118800","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=1998 Ack=30259 Win=8326 Len=10 TSval=455078 TSecr=1542841342"
"1424","17.225356817","12:26:53.644121403","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2008 Ack=30376 Win=8326 Len=10 TSval=455086 TSecr=1542841442"
"1433","17.325345720","12:26:53.744110306","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2018 Ack=30497 Win=8326 Len=10 TSval=455096 TSecr=1542841542"
"1440","17.425299538","12:26:53.844064124","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2028 Ack=30623 Win=8326 Len=10 TSval=455105 TSecr=1542841642"
"1447","17.525313981","12:26:53.944078567","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2038 Ack=30744 Win=8326 Len=10 TSval=455114 TSecr=1542841742"
"1458","17.625296054","12:26:54.044060640","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2058 Ack=31327 Win=8326 Len=10 TSval=455123 TSecr=1542841849"
"1465","17.725485548","12:26:54.144250134","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2068 Ack=31448 Win=8326 Len=10 TSval=455132 TSecr=1542841942"
"1472","17.825331600","12:26:54.244096186","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2078 Ack=31573 Win=8326 Len=10 TSval=455141 TSecr=1542842043"
"1479","17.925355237","12:26:54.344119823","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2088 Ack=31695 Win=8326 Len=10 TSval=455150 TSecr=1542842142"
"1486","18.025334986","12:26:54.444099572","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2098 Ack=31816 Win=8326 Len=10 TSval=455159 TSecr=1542842242"
"1499","18.125361105","12:26:54.544125691","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2108 Ack=31936 Win=8326 Len=10 TSval=455168 TSecr=1542842342"
"1506","18.225333995","12:26:54.644098581","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2118 Ack=32053 Win=8326 Len=10 TSval=455177 TSecr=1542842443"
"1515","18.325353329","12:26:54.744117915","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2128 Ack=32174 Win=8326 Len=10 TSval=455186 TSecr=1542842542"
"1522","18.425327521","12:26:54.844092107","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2138 Ack=32300 Win=8326 Len=10 TSval=455195 TSecr=1542842642"
"1529","18.525360855","12:26:54.944125441","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2148 Ack=32421 Win=8326 Len=10 TSval=455204 TSecr=1542842742"
"1540","18.625363991","12:26:55.044128577","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2168 Ack=33004 Win=8326 Len=10 TSval=455212 TSecr=1542842843"
"1547","18.725400857","12:26:55.144165443","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2178 Ack=33125 Win=8326 Len=10 TSval=455222 TSecr=1542842942"
"1554","18.825365612","12:26:55.244130198","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2188 Ack=33250 Win=8326 Len=10 TSval=455231 TSecr=1542843042"
"1563","18.925331366","12:26:55.344095952","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2211 Ack=33553 Win=8326 Len=10 TSval=455240 TSecr=1542843219"
"1570","19.025332099","12:26:55.444096685","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2221 Ack=33674 Win=8326 Len=10 TSval=455249 TSecr=1542843242"
"1583","19.125359316","12:26:55.544123902","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2231 Ack=33794 Win=8326 Len=10 TSval=455258 TSecr=1542843342"
"1590","19.225337157","12:26:55.644101743","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2241 Ack=33911 Win=8326 Len=10 TSval=455267 TSecr=1542843442"
"1599","19.325321533","12:26:55.744086119","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2251 Ack=34028 Win=8326 Len=10 TSval=455276 TSecr=1542843542"
"1606","19.425333371","12:26:55.844097957","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2261 Ack=34149 Win=8326 Len=10 TSval=455285 TSecr=1542843642"
"1613","19.525323852","12:26:55.944088438","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2271 Ack=34275 Win=8326 Len=10 TSval=455294 TSecr=1542843742"
"1624","19.625353408","12:26:56.044117994","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2291 Ack=34863 Win=8326 Len=10 TSval=455303 TSecr=1542843843"
"1631","19.725358096","12:26:56.144122682","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2301 Ack=34979 Win=8326 Len=10 TSval=455312 TSecr=1542843942"
"1638","19.825377760","12:26:56.244142346","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2311 Ack=35100 Win=8326 Len=10 TSval=455321 TSecr=1542844042"
"1645","19.925323238","12:26:56.344087824","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2321 Ack=35225 Win=8326 Len=10 TSval=455330 TSecr=1542844142"
"1652","20.025309171","12:26:56.444073757","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2331 Ack=35347 Win=8326 Len=10 TSval=455339 TSecr=1542844242"
"1665","20.125368617","12:26:56.544133203","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2341 Ack=35468 Win=8326 Len=10 TSval=455348 TSecr=1542844328"
"1672","20.225330969","12:26:56.644095555","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2351 Ack=35588 Win=8326 Len=10 TSval=455357 TSecr=1542844442"
"1681","20.325333179","12:26:56.744097765","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2361 Ack=35705 Win=8326 Len=10 TSval=455366 TSecr=1542844542"
"1688","20.425344929","12:26:56.844109515","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2371 Ack=35826 Win=8326 Len=10 TSval=455375 TSecr=1542844642"
"1695","20.525317066","12:26:56.944081652","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2381 Ack=35952 Win=8326 Len=10 TSval=455384 TSecr=1542844742"
"1706","20.625349555","12:26:57.044114141","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2401 Ack=36540 Win=8326 Len=10 TSval=455393 TSecr=1542844849"
"1713","20.725321979","12:26:57.144086565","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2411 Ack=36656 Win=8326 Len=10 TSval=455402 TSecr=1542844942"
"1720","20.825392402","12:26:57.244156988","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2421 Ack=36777 Win=8326 Len=10 TSval=455411 TSecr=1542845033"
"1729","20.925453206","12:26:57.344217792","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2444 Ack=37083 Win=8326 Len=10 TSval=455420 TSecr=1542845219"
"1736","21.025729028","12:26:57.444493614","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2454 Ack=37205 Win=8326 Len=10 TSval=455429 TSecr=1542845235"
"1748","21.125347448","12:26:57.544112034","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2464 Ack=37326 Win=8326 Len=10 TSval=455438 TSecr=1542845343"
"1756","21.225332453","12:26:57.644097039","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2474 Ack=37446 Win=8326 Len=10 TSval=455447 TSecr=1542845442"
"1765","21.325338662","12:26:57.744103248","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2484 Ack=37563 Win=8326 Len=10 TSval=455456 TSecr=1542845537"
"1772","21.425335067","12:26:57.844099653","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2494 Ack=37684 Win=8326 Len=10 TSval=455465 TSecr=1542845642"
"1779","21.525360582","12:26:57.944125168","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2504 Ack=37810 Win=8326 Len=10 TSval=455474 TSecr=1542845739"
"1790","21.625349429","12:26:58.044114015","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2524 Ack=38398 Win=8326 Len=10 TSval=455483 TSecr=1542845849"
"1797","21.725261740","12:26:58.144026326","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2534 Ack=38514 Win=8326 Len=10 TSval=455492 TSecr=1542845940"
"1803","21.825332470","12:26:58.244097056","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2544 Ack=38635 Win=8326 Len=10 TSval=455501 TSecr=1542846041"
"1809","21.925344187","12:26:58.344108773","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2554 Ack=38760 Win=8326 Len=10 TSval=455510 TSecr=1542846141"
"1816","22.025320442","12:26:58.444085028","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2564 Ack=38882 Win=8326 Len=10 TSval=455519 TSecr=1542846242"
"1823","22.125371152","12:26:58.544135738","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2574 Ack=39003 Win=8326 Len=10 TSval=455528 TSecr=1542846343"
"1836","22.225292883","12:26:58.644057469","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2584 Ack=39123 Win=8326 Len=10 TSval=455536 TSecr=1542846443"
"1843","22.325349209","12:26:58.744113795","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2594 Ack=39240 Win=8326 Len=10 TSval=455546 TSecr=1542846543"
"1852","22.425314700","12:26:58.844079286","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2604 Ack=39361 Win=8326 Len=10 TSval=455555 TSecr=1542846642"
"1859","22.525291052","12:26:58.944055638","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2614 Ack=39487 Win=8326 Len=10 TSval=455564 TSecr=1542846742"
"1870","22.625302990","12:26:59.044067576","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2634 Ack=40075 Win=8326 Len=10 TSval=455573 TSecr=1542846848"
"1877","22.725273385","12:26:59.144037971","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2644 Ack=40191 Win=8326 Len=10 TSval=455582 TSecr=1542846942"
"1884","22.825278350","12:26:59.244042936","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2654 Ack=40312 Win=8326 Len=10 TSval=455591 TSecr=1542847042"
"1893","22.925316880","12:26:59.344081466","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2677 Ack=40618 Win=8326 Len=10 TSval=455600 TSecr=1542847221"
"1900","23.025268275","12:26:59.444032861","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2687 Ack=40740 Win=8326 Len=10 TSval=455609 TSecr=1542847242"
"1907","23.125340744","12:26:59.544105330","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2697 Ack=40861 Win=8326 Len=10 TSval=455618 TSecr=1542847342"
"1920","23.225266342","12:26:59.644030928","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2707 Ack=40981 Win=8326 Len=10 TSval=455627 TSecr=1542847442"
"1927","23.325293415","12:26:59.744058001","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2717 Ack=41098 Win=8326 Len=10 TSval=455636 TSecr=1542847543"
"1936","23.425310124","12:26:59.844074710","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2727 Ack=41219 Win=8326 Len=10 TSval=455645 TSecr=1542847642"
"1943","23.525254464","12:26:59.944019050","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2737 Ack=41345 Win=8326 Len=10 TSval=455654 TSecr=1542847742"
"1954","23.625337611","12:27:00.044102197","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2757 Ack=41933 Win=8326 Len=10 TSval=455663 TSecr=1542847848"
"1961","23.725301934","12:27:00.144066520","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2767 Ack=42049 Win=8326 Len=10 TSval=455672 TSecr=1542847942"
"1968","23.825296241","12:27:00.244060827","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2777 Ack=42170 Win=8326 Len=10 TSval=455681 TSecr=1542848032"
"1975","23.925359687","12:27:00.344124273","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2787 Ack=42295 Win=8326 Len=10 TSval=455690 TSecr=1542848142"
"1982","24.025336978","12:27:00.444101564","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2797 Ack=42417 Win=8326 Len=10 TSval=455699 TSecr=1542848234"
"1989","24.125323301","12:27:00.544087887","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2807 Ack=42538 Win=8326 Len=10 TSval=455708 TSecr=1542848335"
"2002","24.225310398","12:27:00.644074984","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2817 Ack=42658 Win=8326 Len=10 TSval=455717 TSecr=1542848442"
"2009","24.325353385","12:27:00.744117971","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2827 Ack=42775 Win=8326 Len=10 TSval=455726 TSecr=1542848536"
"2018","24.425345775","12:27:00.844110361","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2837 Ack=42896 Win=8326 Len=10 TSval=455735 TSecr=1542848642"
"2025","24.525331617","12:27:00.944096203","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2847 Ack=43022 Win=8326 Len=10 TSval=455744 TSecr=1542848737"
"2036","24.625342797","12:27:01.044107383","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2867 Ack=43610 Win=8326 Len=10 TSval=455753 TSecr=1542848849"
"2043","24.725314194","12:27:01.144078780","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2877 Ack=43726 Win=8326 Len=10 TSval=455762 TSecr=1542848939"
"2050","24.825339697","12:27:01.244104283","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2887 Ack=43847 Win=8326 Len=10 TSval=455771 TSecr=1542849039"
"2059","24.925392513","12:27:01.344157099","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2910 Ack=44153 Win=8326 Len=10 TSval=455780 TSecr=1542849237"
"2066","25.025251483","12:27:01.444016069","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2920 Ack=44275 Win=8326 Len=10 TSval=455789 TSecr=1542849237"
"2073","25.125359596","12:27:01.544124182","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2930 Ack=44396 Win=8326 Len=10 TSval=455798 TSecr=1542849341"
"2086","25.225338526","12:27:01.644103112","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2940 Ack=44516 Win=8326 Len=10 TSval=455806 TSecr=1542849442"
"2093","25.325337535","12:27:01.744102121","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=2950 Ack=44633 Win=8326 Len=10 TSval=455816 TSecr=1542849542"
